user_id,session_date,session_number,fitness_level,primary_goal,muscle_groups,exercises,num_exercises,prescribed_sets,prescribed_reps,duration_minutes,completion_rate,rpe,satisfaction,day_of_week,week_number
user_0018,2024-11-05,5,Expert,endurance,"core,back,arms","Leg Raises,Plank,Lat Pulldown,Pull-ups,Dips,Bicep Curl,Crunches,Leg Press,Front Raise",9,4,18,50,1.0,9,9,Tuesday,2
user_0018,2024-11-08,6,Expert,endurance,"legs,shoulders,arms","Leg Curl,Lunges,Shrugs,Front Raise,Bicep Curl,Dips,Skull Crushers,Plank,Leg Press,Deadlift",10,4,17,52,0.74,8,8,Friday,2
user_0018,2024-11-11,7,Expert,endurance,"legs,back,core","Leg Press,Leg Curl,Face Pulls,Lat Pulldown,Crunches,Cable Crunches,Russian Twist,Deadlift,Hammer Curl,Skull Crushers",10,4,16,48,0.99,9,8,Monday,3
user_0018,2024-11-14,8,Expert,endurance,"back,arms,legs","Lat Pulldown,Deadlift,Tricep Extension,Dips,Romanian Deadlift,Leg Press,Hammer Curl,Bicep Curl",8,4,17,38,0.74,10,9,Thursday,3
user_0018,2024-11-17,9,Expert,endurance,"chest,core,back","Cable Fly,Chest Dips,Cable Crunches,Russian Twist,Face Pulls,Lat Pulldown,Deadlift,Leg Raises,Bicep Curl",9,4,18,53,0.81,10,8,Sunday,3
user_0018,2024-11-20,10,Expert,endurance,"chest,back,arms","Dumbbell Press,Bench Press,Pull-ups,Face Pulls,Hammer Curl,Bicep Curl,Skull Crushers",7,4,17,34,1.0,7,10,Wednesday,4
user_0018,2024-11-23,11,Expert,endurance,"back,chest,arms","Pull-ups,Deadlift,Chest Dips,Dumbbell Press,Hammer Curl,Dips,Rows",7,4,16,38,0.87,9,7,Saturday,4
user_0018,2024-11-26,12,Expert,endurance,"back,chest,legs","Rows,Lat Pulldown,Push-ups,Bench Press,Lunges,Squat,Skull Crushers,Romanian Deadlift",8,4,15,38,0.93,8,10,Tuesday,4
user_0018,2024-11-29,13,Expert,endurance,"back,core,shoulders","Rows,Face Pulls,Russian Twist,Plank,Overhead Press,Lateral Raise,Arnold Press,Dips",8,4,18,41,1.0,8,7,Friday,5
user_0018,2024-12-02,14,Expert,endurance,"chest,shoulders,arms","Push-ups,Cable Fly,Arnold Press,Shrugs,Bicep Curl,Hammer Curl,Lat Pulldown,Leg Press,Skull Crushers,Tricep Extension",10,4,17,49,0.97,7,10,Monday,5
user_0018,2024-12-05,15,Expert,endurance,"back,shoulders,core","Deadlift,Face Pulls,Shrugs,Front Raise,Crunches,Russian Twist,Lat Pulldown,Dips",8,4,15,42,0.92,7,10,Thursday,5
user_0018,2024-12-08,16,Expert,endurance,"core,chest,shoulders","Russian Twist,Leg Raises,Bench Press,Cable Fly,Shrugs,Arnold Press,Overhead Press,Front Raise,Lunges",9,4,17,51,0.95,9,10,Sunday,6
user_0018,2024-12-11,17,Expert,endurance,"back,core,arms","Pull-ups,Lat Pulldown,Russian Twist,Plank,Tricep Extension,Bicep Curl,Crunches,Chest Dips",8,4,20,36,1.0,9,7,Wednesday,6
user_0018,2024-12-14,18,Expert,endurance,"arms,legs,shoulders","Hammer Curl,Tricep Extension,Romanian Deadlift,Leg Press,Lateral Raise,Arnold Press,Front Raise,Face Pulls",8,4,15,42,0.89,7,6,Saturday,6
user_0018,2024-12-17,19,Expert,endurance,"arms,back,legs","Dips,Tricep Extension,Rows,Pull-ups,Lunges,Squat,Bench Press,Bicep Curl,Arnold Press,Face Pulls",10,4,16,52,0.93,7,9,Tuesday,7
user_0018,2024-12-20,20,Expert,endurance,"back,legs,chest","Lat Pulldown,Rows,Lunges,Squat,Cable Fly,Push-ups,Hammer Curl",7,4,19,38,1.0,10,8,Friday,7
user_0018,2024-12-23,21,Expert,endurance,"shoulders,back,chest","Lateral Raise,Overhead Press,Pull-ups,Lat Pulldown,Push-ups,Bench Press,Romanian Deadlift,Dips",8,4,20,47,1.0,10,10,Monday,7
user_0018,2024-12-26,22,Expert,endurance,"core,arms,legs","Russian Twist,Leg Raises,Tricep Extension,Dips,Lunges,Squat,Pull-ups,Hammer Curl,Shrugs,Leg Press",10,4,15,55,1.0,10,8,Thursday,8
user_0018,2024-12-29,23,Expert,endurance,"chest,back,shoulders","Cable Fly,Push-ups,Deadlift,Lat Pulldown,Lateral Raise,Arnold Press,Front Raise,Shrugs",8,4,18,49,1.0,9,8,Sunday,8
user_0018,2025-01-01,24,Expert,endurance,"shoulders,back,core","Lateral Raise,Arnold Press,Pull-ups,Deadlift,Russian Twist,Plank,Romanian Deadlift",7,4,18,43,0.73,7,8,Wednesday,8
user_0018,2025-01-04,25,Expert,endurance,"legs,arms,shoulders","Romanian Deadlift,Squat,Hammer Curl,Skull Crushers,Lateral Raise,Front Raise,Tricep Extension",7,4,15,33,1.0,8,9,Saturday,9
user_0018,2025-01-07,26,Expert,endurance,"chest,core,back","Bench Press,Cable Fly,Leg Raises,Russian Twist,Face Pulls,Lat Pulldown,Leg Curl,Leg Press,Squat",9,4,19,43,0.73,10,9,Tuesday,9
user_0018,2025-01-10,27,Expert,endurance,"shoulders,arms,chest","Lateral Raise,Shrugs,Hammer Curl,Dips,Dumbbell Press,Push-ups,Rows",7,4,15,42,0.95,9,10,Friday,9
user_0018,2025-01-13,28,Expert,endurance,"back,chest,arms","Pull-ups,Rows,Push-ups,Cable Fly,Skull Crushers,Tricep Extension,Lateral Raise,Arnold Press,Hammer Curl",9,4,16,40,0.79,7,7,Monday,10
user_0018,2025-01-16,29,Expert,endurance,"chest,legs,shoulders","Push-ups,Cable Fly,Lunges,Romanian Deadlift,Overhead Press,Arnold Press,Leg Raises",7,4,17,41,0.89,10,8,Thursday,10
user_0018,2025-01-19,30,Expert,endurance,"arms,core,legs","Skull Crushers,Tricep Extension,Cable Crunches,Russian Twist,Leg Curl,Lunges,Pull-ups,Shrugs,Leg Press",9,4,19,49,0.95,10,10,Sunday,10
user_0018,2025-01-22,31,Expert,endurance,"chest,arms,legs","Bench Press,Push-ups,Skull Crushers,Tricep Extension,Lunges,Leg Curl,Lateral Raise,Chest Dips,Hammer Curl",9,4,18,52,0.95,10,9,Wednesday,11
user_0018,2025-01-25,32,Expert,endurance,"legs,chest,back","Leg Curl,Romanian Deadlift,Bench Press,Dumbbell Press,Pull-ups,Lat Pulldown,Shrugs,Overhead Press",8,4,17,46,0.96,7,9,Saturday,11
user_0018,2025-01-28,33,Expert,endurance,"back,shoulders,arms","Face Pulls,Rows,Shrugs,Arnold Press,Tricep Extension,Hammer Curl,Deadlift,Leg Curl,Overhead Press,Bench Press",10,4,15,45,1.0,8,10,Tuesday,11
user_0018,2025-01-31,34,Expert,endurance,"shoulders,chest,back","Overhead Press,Shrugs,Push-ups,Bench Press,Rows,Deadlift,Leg Press",7,4,20,32,0.97,7,8,Friday,12
user_0018,2025-02-03,35,Expert,endurance,"legs,core,chest","Leg Curl,Squat,Plank,Cable Crunches,Push-ups,Chest Dips,Shrugs",7,4,15,38,0.86,9,6,Monday,12
user_0018,2025-02-06,36,Expert,endurance,"arms,legs,back","Dips,Hammer Curl,Lunges,Squat,Lat Pulldown,Rows,Russian Twist",7,4,15,42,1.0,9,8,Thursday,12
user_0018,2025-02-09,37,Expert,endurance,"core,shoulders,arms","Cable Crunches,Russian Twist,Front Raise,Shrugs,Dips,Tricep Extension,Leg Press,Rows,Lateral Raise",9,4,20,44,1.0,7,7,Sunday,13
user_0018,2025-02-12,38,Expert,endurance,"chest,arms,core","Bench Press,Cable Fly,Tricep Extension,Skull Crushers,Plank,Russian Twist,Leg Press,Leg Raises",8,4,18,48,0.72,7,8,Wednesday,13
user_0018,2025-02-15,39,Expert,endurance,"core,back,shoulders","Russian Twist,Crunches,Lat Pulldown,Rows,Front Raise,Overhead Press,Bench Press",7,4,17,42,0.99,8,10,Saturday,13
user_0018,2025-02-18,40,Expert,endurance,"shoulders,core,legs","Lateral Raise,Front Raise,Leg Raises,Russian Twist,Leg Curl,Lunges,Push-ups,Romanian Deadlift,Cable Fly,Face Pulls",10,4,19,60,1.0,9,8,Tuesday,14
user_0018,2025-02-21,41,Expert,endurance,"core,back,shoulders","Plank,Russian Twist,Deadlift,Face Pulls,Front Raise,Overhead Press,Cable Fly",7,4,19,36,0.86,8,7,Friday,14
user_0018,2025-02-24,42,Expert,endurance,"legs,arms,core","Leg Curl,Lunges,Dips,Bicep Curl,Leg Raises,Russian Twist,Dumbbell Press,Squat,Arnold Press,Plank",10,4,18,58,1.0,10,8,Monday,14
user_0018,2025-02-27,43,Expert,endurance,"legs,arms,back","Leg Press,Leg Curl,Bicep Curl,Tricep Extension,Face Pulls,Deadlift,Front Raise,Chest Dips,Pull-ups,Lat Pulldown",10,4,16,57,0.88,7,9,Thursday,15
user_0018,2025-03-02,44,Expert,endurance,"chest,core,legs","Bench Press,Dumbbell Press,Cable Crunches,Plank,Romanian Deadlift,Lunges,Skull Crushers,Squat,Lat Pulldown,Hammer Curl",10,4,16,51,0.92,7,10,Sunday,15
user_0018,2025-03-05,45,Expert,endurance,"chest,legs,back","Bench Press,Chest Dips,Lunges,Leg Press,Rows,Deadlift,Russian Twist,Lateral Raise,Crunches,Squat",10,4,17,54,0.87,7,6,Wednesday,15
user_0018,2025-03-08,46,Expert,endurance,"back,chest,arms","Pull-ups,Deadlift,Push-ups,Bench Press,Dips,Hammer Curl,Chest Dips,Bicep Curl",8,4,18,43,0.9,7,9,Saturday,16
user_0018,2025-03-11,47,Expert,endurance,"chest,legs,back","Push-ups,Dumbbell Press,Squat,Leg Curl,Pull-ups,Rows,Deadlift,Face Pulls,Cable Crunches,Lat Pulldown",10,4,20,56,0.74,7,8,Tuesday,16
user_0018,2025-03-14,48,Expert,endurance,"shoulders,core,chest","Lateral Raise,Arnold Press,Crunches,Leg Raises,Chest Dips,Bench Press,Dips,Front Raise,Russian Twist,Pull-ups",10,4,15,59,0.68,8,4,Friday,16
user_0018,2025-03-17,49,Expert,endurance,"arms,legs,chest","Hammer Curl,Dips,Squat,Leg Press,Cable Fly,Bench Press,Pull-ups,Skull Crushers,Bicep Curl",9,4,19,44,1.0,10,10,Monday,17
user_0018,2025-03-20,50,Expert,endurance,"arms,core,legs","Skull Crushers,Bicep Curl,Russian Twist,Crunches,Leg Press,Romanian Deadlift,Squat",7,4,15,31,0.77,9,7,Thursday,17
user_0019,2024-10-24,1,Expert,weight_loss,"chest,core,legs","Dumbbell Press,Cable Fly,Plank,Russian Twist,Squat,Romanian Deadlift,Leg Press,Overhead Press,Lunges",9,4,15,42,0.75,8,6,Thursday,1
user_0019,2024-10-27,2,Expert,weight_loss,"chest,legs,back","Dumbbell Press,Chest Dips,Squat,Lunges,Face Pulls,Rows,Bicep Curl,Pull-ups,Leg Press",9,4,14,42,0.58,9,6,Sunday,1
user_0019,2024-10-30,3,Expert,weight_loss,"legs,core,back","Romanian Deadlift,Squat,Russian Twist,Cable Crunches,Pull-ups,Rows,Bench Press,Bicep Curl,Cable Fly",9,4,10,55,0.8,9,9,Wednesday,1
user_0019,2024-11-02,4,Expert,weight_loss,"legs,core,back","Squat,Leg Press,Crunches,Cable Crunches,Face Pulls,Pull-ups,Plank,Lateral Raise",8,4,15,39,0.7,8,7,Saturday,2
user_0019,2024-11-05,5,Expert,weight_loss,"back,legs,core","Lat Pulldown,Rows,Squat,Romanian Deadlift,Crunches,Leg Raises,Face Pulls,Leg Press",8,4,11,47,1.0,10,9,Tuesday,2
user_0019,2024-11-08,6,Expert,weight_loss,"chest,legs,back","Dumbbell Press,Cable Fly,Squat,Leg Curl,Lat Pulldown,Rows,Russian Twist,Crunches,Tricep Extension,Cable Crunches",10,4,10,52,1.0,8,7,Friday,2
user_0019,2024-11-11,7,Expert,weight_loss,"core,legs,chest","Leg Raises,Crunches,Lunges,Leg Press,Bench Press,Chest Dips,Plank",7,4,15,30,0.8,10,6,Monday,3
user_0019,2024-11-14,8,Expert,weight_loss,"chest,legs,core","Push-ups,Bench Press,Leg Press,Leg Curl,Leg Raises,Cable Crunches,Russian Twist,Lateral Raise",8,4,15,39,1.0,8,10,Thursday,3
user_0019,2024-11-17,9,Expert,weight_loss,"chest,legs,back","Cable Fly,Dumbbell Press,Romanian Deadlift,Squat,Deadlift,Pull-ups,Shrugs,Hammer Curl,Lat Pulldown,Lunges",10,4,13,45,1.0,10,7,Sunday,3
user_0019,2024-11-20,10,Expert,weight_loss,"back,core,chest","Lat Pulldown,Rows,Russian Twist,Leg Raises,Cable Fly,Dumbbell Press,Pull-ups,Lateral Raise",8,4,14,39,0.85,7,8,Wednesday,4
user_0019,2024-11-23,11,Expert,weight_loss,"chest,back,core","Dumbbell Press,Chest Dips,Lat Pulldown,Pull-ups,Plank,Cable Crunches,Deadlift",7,4,12,37,0.53,8,7,Saturday,4
user_0019,2024-11-26,12,Expert,weight_loss,"legs,back,chest","Leg Curl,Romanian Deadlift,Face Pulls,Deadlift,Bench Press,Cable Fly,Rows,Dumbbell Press,Leg Raises",9,4,12,48,1.0,8,10,Tuesday,4
user_0019,2024-11-29,13,Expert,weight_loss,"chest,legs,core","Chest Dips,Push-ups,Lunges,Leg Press,Plank,Russian Twist,Romanian Deadlift,Face Pulls,Lat Pulldown,Bicep Curl",10,4,15,47,0.69,7,5,Friday,5
user_0019,2024-12-02,14,Expert,weight_loss,"core,back,legs","Leg Raises,Cable Crunches,Face Pulls,Pull-ups,Squat,Romanian Deadlift,Crunches,Rows",8,4,11,46,0.65,7,4,Monday,5
user_0019,2024-12-05,15,Expert,weight_loss,"chest,legs,core","Dumbbell Press,Cable Fly,Lunges,Squat,Russian Twist,Crunches,Bicep Curl",7,4,10,38,1.0,8,7,Thursday,5
user_0019,2024-12-08,16,Expert,weight_loss,"back,chest,core","Pull-ups,Lat Pulldown,Push-ups,Cable Fly,Russian Twist,Plank,Chest Dips,Tricep Extension",8,4,14,43,1.0,7,10,Sunday,6
user_0019,2024-12-11,17,Expert,weight_loss,"chest,core,back","Bench Press,Chest Dips,Cable Crunches,Plank,Deadlift,Rows,Pull-ups,Crunches",8,4,11,41,1.0,8,8,Wednesday,6
user_0019,2024-12-14,18,Expert,weight_loss,"chest,core,legs","Push-ups,Chest Dips,Plank,Cable Crunches,Lunges,Leg Press,Russian Twist,Leg Raises,Pull-ups,Lat Pulldown",10,4,13,45,0.98,8,9,Saturday,6
user_0019,2024-12-17,19,Expert,weight_loss,"legs,chest,back","Squat,Leg Curl,Push-ups,Chest Dips,Pull-ups,Rows,Overhead Press,Lateral Raise,Crunches,Cable Crunches",10,4,15,55,0.99,10,8,Tuesday,7
user_0019,2024-12-20,20,Expert,weight_loss,"core,back,chest","Cable Crunches,Leg Raises,Deadlift,Face Pulls,Dumbbell Press,Push-ups,Plank,Lat Pulldown",8,4,12,47,1.0,10,7,Friday,7
user_0019,2024-12-23,21,Expert,weight_loss,"legs,chest,back","Lunges,Squat,Chest Dips,Cable Fly,Lat Pulldown,Rows,Face Pulls",7,4,11,34,1.0,8,7,Monday,7
user_0019,2024-12-26,22,Expert,weight_loss,"legs,back,chest","Leg Curl,Squat,Deadlift,Face Pulls,Dumbbell Press,Push-ups,Pull-ups,Shrugs,Rows",9,4,11,42,0.94,8,10,Thursday,8
user_0019,2024-12-29,23,Expert,weight_loss,"legs,core,back","Romanian Deadlift,Lunges,Russian Twist,Cable Crunches,Pull-ups,Face Pulls,Bench Press,Plank,Dumbbell Press",9,4,11,42,0.92,7,8,Sunday,8
user_0019,2025-01-01,24,Expert,weight_loss,"back,legs,core","Pull-ups,Face Pulls,Lunges,Leg Press,Russian Twist,Leg Raises,Plank,Hammer Curl,Tricep Extension",9,4,14,55,0.89,9,9,Wednesday,8
user_0019,2025-01-04,25,Expert,weight_loss,"legs,back,chest","Leg Curl,Squat,Deadlift,Lat Pulldown,Cable Fly,Bench Press,Dips,Overhead Press,Chest Dips",9,4,10,40,0.79,9,7,Saturday,9
user_0019,2025-01-07,26,Expert,weight_loss,"back,core,chest","Deadlift,Face Pulls,Cable Crunches,Crunches,Cable Fly,Chest Dips,Bicep Curl",7,4,11,43,0.86,8,8,Tuesday,9
user_0019,2025-01-10,27,Expert,weight_loss,"core,back,chest","Russian Twist,Cable Crunches,Rows,Lat Pulldown,Bench Press,Chest Dips,Leg Raises",7,4,10,43,0.65,8,5,Friday,9
user_0019,2025-01-13,28,Expert,weight_loss,"back,chest,core","Pull-ups,Rows,Push-ups,Bench Press,Plank,Russian Twist,Front Raise,Bicep Curl,Skull Crushers",9,4,15,40,0.89,9,8,Monday,10
user_0019,2025-01-16,29,Expert,weight_loss,"core,chest,back","Crunches,Cable Crunches,Cable Fly,Push-ups,Face Pulls,Pull-ups,Front Raise,Rows,Plank,Lat Pulldown",10,4,14,54,0.75,8,8,Thursday,10
user_0019,2025-01-19,30,Expert,weight_loss,"back,core,legs","Rows,Lat Pulldown,Crunches,Russian Twist,Leg Curl,Romanian Deadlift,Pull-ups",7,4,12,38,0.73,7,9,Sunday,10
user_0019,2025-01-22,31,Expert,weight_loss,"legs,core,chest","Lunges,Leg Press,Russian Twist,Cable Crunches,Bench Press,Push-ups,Lateral Raise,Leg Curl,Crunches,Plank",10,4,15,47,0.93,10,10,Wednesday,11
user_0019,2025-01-25,32,Expert,weight_loss,"chest,core,back","Chest Dips,Bench Press,Crunches,Plank,Deadlift,Rows,Skull Crushers,Tricep Extension,Leg Press",9,4,15,44,1.0,10,7,Saturday,11
user_0019,2025-01-28,33,Expert,weight_loss,"chest,legs,core","Dumbbell Press,Push-ups,Lunges,Leg Curl,Crunches,Russian Twist,Face Pulls",7,4,12,40,1.0,7,10,Tuesday,11
user_0019,2025-01-31,34,Expert,weight_loss,"core,legs,chest","Plank,Leg Raises,Leg Curl,Romanian Deadlift,Bench Press,Chest Dips,Tricep Extension",7,4,11,32,0.66,8,7,Friday,12
user_0019,2025-02-03,35,Expert,weight_loss,"core,legs,back","Crunches,Plank,Romanian Deadlift,Squat,Pull-ups,Face Pulls,Skull Crushers,Front Raise,Overhead Press",9,4,13,53,0.75,7,6,Monday,12
user_0019,2025-02-06,36,Expert,weight_loss,"core,legs,chest","Cable Crunches,Plank,Leg Press,Romanian Deadlift,Bench Press,Push-ups,Skull Crushers",7,4,10,37,1.0,10,9,Thursday,12
user_0019,2025-02-09,37,Expert,weight_loss,"back,chest,core","Deadlift,Pull-ups,Cable Fly,Bench Press,Cable Crunches,Crunches,Front Raise,Hammer Curl,Dumbbell Press",9,4,14,42,0.75,7,8,Sunday,13
user_0019,2025-02-12,38,Expert,weight_loss,"legs,chest,core","Lunges,Romanian Deadlift,Chest Dips,Cable Fly,Russian Twist,Plank,Tricep Extension,Lateral Raise",8,4,11,40,0.87,8,7,Wednesday,13
user_0019,2025-02-15,39,Expert,weight_loss,"legs,back,core","Leg Press,Leg Curl,Lat Pulldown,Pull-ups,Plank,Russian Twist,Dumbbell Press,Face Pulls,Dips",9,4,15,41,0.98,9,7,Saturday,13
user_0019,2025-02-18,40,Expert,weight_loss,"chest,legs,core","Cable Fly,Chest Dips,Squat,Leg Curl,Plank,Crunches,Overhead Press,Push-ups,Deadlift,Shrugs",10,4,14,47,0.75,7,9,Tuesday,14
user_0019,2025-02-21,41,Expert,weight_loss,"core,chest,back","Russian Twist,Crunches,Bench Press,Push-ups,Rows,Deadlift,Leg Press",7,4,10,43,0.92,8,10,Friday,14
user_0019,2025-02-24,42,Expert,weight_loss,"legs,core,chest","Leg Curl,Lunges,Cable Crunches,Crunches,Chest Dips,Dumbbell Press,Squat,Push-ups,Lateral Raise,Leg Press",10,4,11,60,0.7,8,7,Monday,14
user_0019,2025-02-27,43,Expert,weight_loss,"legs,back,chest","Leg Curl,Squat,Pull-ups,Face Pulls,Dumbbell Press,Cable Fly,Plank,Bicep Curl,Hammer Curl",9,4,14,42,0.81,9,8,Thursday,15
user_0019,2025-03-02,44,Expert,weight_loss,"core,legs,back","Cable Crunches,Crunches,Romanian Deadlift,Leg Curl,Face Pulls,Lat Pulldown,Russian Twist,Skull Crushers,Dips",9,4,10,49,0.95,8,9,Sunday,15
user_0019,2025-03-05,45,Expert,weight_loss,"back,chest,legs","Deadlift,Pull-ups,Dumbbell Press,Bench Press,Leg Curl,Leg Press,Skull Crushers,Rows",8,4,11,38,0.66,8,5,Wednesday,15
user_0019,2025-03-08,46,Expert,weight_loss,"chest,legs,core","Chest Dips,Bench Press,Romanian Deadlift,Squat,Cable Crunches,Leg Raises,Lat Pulldown,Plank,Shrugs,Cable Fly",10,4,11,51,0.97,9,8,Saturday,16
user_0019,2025-03-11,47,Expert,weight_loss,"core,back,chest","Cable Crunches,Crunches,Face Pulls,Pull-ups,Dumbbell Press,Bench Press,Romanian Deadlift,Plank",8,4,11,48,0.9,9,6,Tuesday,16
user_0019,2025-03-14,48,Expert,weight_loss,"core,back,chest","Leg Raises,Russian Twist,Pull-ups,Lat Pulldown,Chest Dips,Cable Fly,Romanian Deadlift,Plank",8,4,11,35,0.98,10,10,Friday,16
user_0019,2025-03-17,49,Expert,weight_loss,"legs,chest,back","Leg Curl,Leg Press,Chest Dips,Dumbbell Press,Pull-ups,Deadlift,Arnold Press,Rows",8,4,14,44,0.93,9,7,Monday,17
user_0019,2025-03-20,50,Expert,weight_loss,"legs,back,core","Squat,Leg Curl,Face Pulls,Lat Pulldown,Cable Crunches,Leg Raises,Overhead Press,Bench Press",8,4,13,41,1.0,7,7,Thursday,17
user_0020,2024-10-24,1,Expert,strength,"chest,legs","Bench Press,Chest Dips,Squat,Romanian Deadlift,Bicep Curl,Hammer Curl,Dumbbell Press,Cable Crunches,Cable Fly",9,6,6,45,1.0,8,10,Thursday,1
user_0020,2024-10-27,2,Expert,strength,"chest,back","Bench Press,Dumbbell Press,Rows,Deadlift,Squat,Shrugs,Arnold Press,Romanian Deadlift",8,6,4,36,0.94,10,8,Sunday,1
user_0020,2024-10-30,3,Expert,strength,"chest,back","Push-ups,Chest Dips,Deadlift,Pull-ups,Bicep Curl,Leg Raises,Overhead Press,Face Pulls,Cable Crunches,Dumbbell Press",10,6,3,57,1.0,9,7,Wednesday,1
user_0020,2024-11-02,4,Expert,strength,"legs,chest","Romanian Deadlift,Lunges,Bench Press,Push-ups,Leg Press,Crunches,Deadlift,Overhead Press",8,6,6,37,1.0,10,7,Saturday,2
user_0020,2024-11-05,5,Expert,strength,"legs,chest","Squat,Lunges,Bench Press,Cable Fly,Push-ups,Lateral Raise,Hammer Curl",7,6,4,44,1.0,10,9,Tuesday,2
user_0020,2024-11-08,6,Expert,strength,"back,legs","Rows,Lat Pulldown,Squat,Leg Press,Bicep Curl,Crunches,Hammer Curl,Push-ups",8,6,6,44,1.0,7,7,Friday,2
user_0020,2024-11-11,7,Expert,strength,"back,chest","Pull-ups,Rows,Cable Fly,Push-ups,Russian Twist,Arnold Press,Shrugs,Cable Crunches,Bench Press",9,6,4,42,0.89,10,7,Monday,3
user_0020,2024-11-14,8,Expert,strength,"legs,chest","Leg Curl,Romanian Deadlift,Push-ups,Dumbbell Press,Leg Raises,Cable Crunches,Lateral Raise,Tricep Extension,Chest Dips",9,6,4,50,0.9,10,7,Thursday,3
user_0020,2024-11-17,9,Expert,strength,"back,legs","Pull-ups,Lat Pulldown,Leg Curl,Romanian Deadlift,Overhead Press,Shrugs,Plank,Tricep Extension,Dumbbell Press,Cable Fly",10,6,4,47,0.79,8,7,Sunday,3
user_0020,2024-11-20,10,Expert,strength,"legs,back","Lunges,Squat,Lat Pulldown,Deadlift,Dumbbell Press,Dips,Arnold Press,Pull-ups,Tricep Extension",9,6,3,44,1.0,9,10,Wednesday,4
user_0020,2024-11-23,11,Expert,strength,"back,legs","Rows,Lat Pulldown,Leg Curl,Leg Press,Bicep Curl,Dumbbell Press,Chest Dips,Crunches,Cable Crunches",9,6,6,48,0.81,9,7,Saturday,4
user_0020,2024-11-26,12,Expert,strength,"back,chest","Pull-ups,Deadlift,Dumbbell Press,Cable Fly,Cable Crunches,Dips,Rows",7,6,6,44,0.9,10,9,Tuesday,4
user_0020,2024-11-29,13,Expert,strength,"legs,chest","Leg Curl,Romanian Deadlift,Dumbbell Press,Cable Fly,Chest Dips,Arnold Press,Dips",7,6,6,34,0.89,10,9,Friday,5
user_0020,2024-12-02,14,Expert,strength,"chest,legs","Dumbbell Press,Push-ups,Romanian Deadlift,Squat,Cable Crunches,Leg Curl,Cable Fly,Crunches",8,6,4,46,1.0,7,9,Monday,5
user_0020,2024-12-05,15,Expert,strength,"legs,back","Romanian Deadlift,Leg Press,Lat Pulldown,Pull-ups,Bench Press,Deadlift,Tricep Extension,Russian Twist,Lunges,Dips",10,6,6,57,0.96,8,8,Thursday,5
user_0020,2024-12-08,16,Expert,strength,"back,chest","Rows,Face Pulls,Chest Dips,Dumbbell Press,Lateral Raise,Bicep Curl,Romanian Deadlift,Deadlift",8,6,3,45,1.0,8,9,Sunday,6
user_0020,2024-12-11,17,Expert,strength,"chest,back","Dumbbell Press,Cable Fly,Rows,Face Pulls,Arnold Press,Leg Curl,Hammer Curl,Push-ups",8,6,3,47,0.9,9,8,Wednesday,6
user_0020,2024-12-14,18,Expert,strength,"legs,back","Romanian Deadlift,Leg Press,Pull-ups,Deadlift,Front Raise,Lunges,Push-ups,Leg Curl,Chest Dips",9,6,3,43,1.0,10,10,Saturday,6
user_0020,2024-12-17,19,Expert,strength,"legs,chest","Leg Curl,Leg Press,Chest Dips,Push-ups,Squat,Dumbbell Press,Lat Pulldown,Overhead Press",8,6,5,45,0.87,8,6,Tuesday,7
user_0020,2024-12-20,20,Expert,strength,"legs,chest","Leg Curl,Lunges,Cable Fly,Chest Dips,Cable Crunches,Push-ups,Shrugs,Squat,Plank",9,6,5,42,1.0,7,9,Friday,7
user_0020,2024-12-23,21,Expert,strength,"legs,back","Leg Curl,Squat,Face Pulls,Lat Pulldown,Bicep Curl,Tricep Extension,Overhead Press,Leg Press,Rows,Skull Crushers",10,6,5,57,0.82,8,7,Monday,7
user_0020,2024-12-26,22,Expert,strength,"back,chest","Pull-ups,Deadlift,Chest Dips,Cable Fly,Arnold Press,Front Raise,Lunges,Lat Pulldown,Russian Twist,Hammer Curl",10,6,5,55,1.0,10,9,Thursday,8
user_0020,2024-12-29,23,Expert,strength,"back,chest","Face Pulls,Rows,Dumbbell Press,Bench Press,Cable Fly,Squat,Pull-ups,Deadlift",8,6,5,42,1.0,8,7,Sunday,8
user_0020,2025-01-01,24,Expert,strength,"legs,chest","Leg Press,Leg Curl,Bench Press,Push-ups,Dumbbell Press,Romanian Deadlift,Chest Dips",7,6,4,43,1.0,8,7,Wednesday,8
user_0020,2025-01-04,25,Expert,strength,"back,chest","Face Pulls,Lat Pulldown,Cable Fly,Chest Dips,Crunches,Shrugs,Leg Raises,Russian Twist,Pull-ups",9,6,4,51,0.97,8,9,Saturday,9
user_0020,2025-01-07,26,Expert,strength,"back,legs","Face Pulls,Rows,Lunges,Squat,Crunches,Pull-ups,Tricep Extension",7,6,3,39,0.98,7,7,Tuesday,9
user_0020,2025-01-10,27,Expert,strength,"back,legs","Face Pulls,Rows,Romanian Deadlift,Leg Press,Lateral Raise,Front Raise,Chest Dips",7,6,4,45,1.0,10,7,Friday,9
user_0020,2025-01-13,28,Expert,strength,"chest,back","Push-ups,Dumbbell Press,Lat Pulldown,Face Pulls,Leg Press,Russian Twist,Hammer Curl,Lateral Raise",8,6,6,39,0.98,7,9,Monday,10
user_0020,2025-01-16,29,Expert,strength,"legs,chest","Romanian Deadlift,Lunges,Bench Press,Cable Fly,Chest Dips,Lat Pulldown,Pull-ups,Lateral Raise,Crunches,Skull Crushers",10,6,4,45,1.0,9,8,Thursday,10
